#Channel A = UTC_IT
#Channel B = 1PPS OUT HROG
#Channel measurement setting = B-A
#TIC reference frequency = 10 MHz UTC(IT)
#MJD 53230A_meas
60376.001956144726 +1.84223990061313E-007
60376.001967717966 +1.84233755686313E-007
60376.00197929118 +1.84233755686313E-007
60376.00199086439 +1.84233755686313E-007
60376.002002437606 +1.84248404123813E-007
60376.00201401082 +1.84233755686313E-007
60376.00202558403 +1.84233755686313E-007
60376.00203715725 +1.84233755686313E-007
60376.002048730465 +1.84248404123813E-007
60376.00206030704 +1.84233755686313E-007
60376.002071883595 +1.84233755686313E-007
60376.00208345681 +1.84248404123813E-007
60376.00209503004 +1.84233755686313E-007
60376.002106603264 +1.84248404123813E-007
60376.002118176475 +1.84233755686313E-007
60376.002129749686 +1.84248404123813E-007
60376.0021413229 +1.84233755686313E-007
60376.00215289612 +1.84233755686313E-007
60376.00216446934 +1.84233755686313E-007
60376.002176042544 +1.84233755686313E-007
60376.00218761576 +1.84248404123813E-007
60376.00219918898 +1.84223990061313E-007
60376.0022107622 +1.84233755686313E-007
60376.0022223354 +1.84219107248813E-007
60376.00223390861 +1.84219107248813E-007
60376.00224548185 +1.84223990061313E-007
60376.002257055065 +1.84233755686313E-007
60376.002268628275 +1.84233755686313E-007
60376.00228020149 +1.84243521311313E-007
60376.002291774705 +1.84233755686313E-007
60376.00230334792 +1.84233755686313E-007
60376.002314921134 +1.84233755686313E-007
60376.00232649435 +1.84248404123813E-007
60376.002338067556 +1.84248404123813E-007
60376.00234964077 +1.84243521311313E-007
60376.002361214 +1.84219107248813E-007
60376.00237278722 +1.84248404123813E-007
60376.00238436043 +1.84219107248813E-007
60376.00239593364 +1.84219107248813E-007
60376.002407506894 +1.84238638498813E-007
60376.00241908011 +1.84223990061313E-007
60376.0024306533 +1.84233755686313E-007
60376.002442226505 +1.84223990061313E-007
60376.00245379972 +1.84233755686313E-007
60376.00246537285 +1.84219107248813E-007
60376.00247694606 +1.84233755686313E-007
60376.00248851936 +1.84219107248813E-007
60376.00250009258 +1.84233755686313E-007
60376.00251166579 +1.84233755686313E-007
60376.00252323901 +1.84233755686313E-007
60376.00253481223 +1.84233755686313E-007
60376.00254638544 +1.84233755686313E-007
60376.002557958665 +1.84233755686313E-007
60376.002569531876 +1.84219107248813E-007
60376.00258110509 +1.84233755686313E-007
60376.0025926783 +1.84233755686313E-007
60376.00260425152 +1.84219107248813E-007
60376.002615824735 +1.84248404123813E-007
60376.00262739795 +1.84233755686313E-007
60376.00263897117 +1.84248404123813E-007
60376.00265054438 +1.84248404123813E-007
60376.00266211761 +1.84233755686313E-007
60376.00267369083 +1.84233755686313E-007
60376.002685264044 +1.84248404123813E-007
60376.00269683725 +1.84233755686313E-007
60376.002708410466 +1.84233755686313E-007
60376.00271998368 +1.84233755686313E-007
60376.00273155689 +1.84233755686313E-007
60376.002743130106 +1.84233755686313E-007
60376.00275470332 +1.84219107248813E-007
60376.002766276535 +1.84223990061313E-007
60376.00277785395 +1.84248404123813E-007
60376.00278943137 +1.84194693186313E-007
60376.002801004586 +1.84223990061313E-007
60376.002812577804 +1.84233755686313E-007
60376.002824151015 +1.84223990061313E-007
60376.00283572424 +1.84233755686313E-007
60376.00284738757 +1.84248404123813E-007
60376.00285896078 +1.84233755686313E-007
60376.00287053807 +1.84243521311313E-007
60376.00288211534 +1.84248404123813E-007
60376.00289359844 +1.84233755686313E-007
60376.002905171656 +1.84248404123813E-007
60376.00291674486 +1.84248404123813E-007
60376.00292831808 +1.84233755686313E-007
60376.00293989129 +1.84248404123813E-007
60376.0029514645 +1.84248404123813E-007
60376.002963037725 +1.84248404123813E-007
60376.00297461094 +1.84248404123813E-007
60376.00298618416 +1.84248404123813E-007
60376.00299775737 +1.84248404123813E-007
60376.00300933059 +1.84233755686313E-007
60376.003020903816 +1.84223990061313E-007
60376.003032477034 +1.84223990061313E-007
60376.003044052275 +1.84248404123813E-007
60376.00305562753 +1.84233755686313E-007
60376.00306720076 +1.84223990061313E-007
60376.00307877398 +1.84233755686313E-007
60376.00309034719 +1.84248404123813E-007
60376.00310192042 +1.84219107248813E-007
60376.00311349363 +1.84233755686313E-007
60376.00312506685 +1.84233755686313E-007
60376.00313664006 +1.84248404123813E-007
60376.00314815972 +1.84248404123813E-007
60376.003159679385 +1.84233755686313E-007
60376.003171252596 +1.84233755686313E-007
60376.00318282581 +1.84233755686313E-007
60376.00319439902 +1.84233755686313E-007
60376.00320597223 +1.84263052561313E-007
60376.00321754544 +1.84233755686313E-007
60376.003229118665 +1.84248404123813E-007
60376.003240691876 +1.84263052561313E-007
60376.003252265094 +1.84233755686313E-007
60376.00326383831 +1.84248404123813E-007
60376.00327541154 +1.84248404123813E-007
60376.00328698475 +1.84248404123813E-007
60376.00329855796 +1.84233755686313E-007
60376.00331022129 +1.84233755686313E-007
60376.0033217945 +1.84263052561313E-007
60376.003333367815 +1.84248404123813E-007
60376.00334494104 +1.84263052561313E-007
60376.00335642404 +1.84233755686313E-007
60376.003367997255 +1.84219107248813E-007
60376.00337957047 +1.84233755686313E-007
60376.00339114369 +1.84233755686313E-007
60376.0034027169 +1.84219107248813E-007
60376.003414290106 +1.84233755686313E-007
60376.003425953444 +1.84233755686313E-007
60376.00343752666 +1.84233755686313E-007
60376.00344919 +1.84248404123813E-007
60376.00346076333 +1.84233755686313E-007
60376.00347233677 +1.84248404123813E-007
60376.003483910274 +1.84263052561313E-007
60376.00349548356 +1.84233755686313E-007
60376.003507056674 +1.84209341623813E-007
60376.003518629885 +1.84233755686313E-007
60376.0035302031 +1.84233755686313E-007
60376.003541776314 +1.84248404123813E-007
60376.00355334936 +1.84233755686313E-007
60376.00356492258 +1.84223990061313E-007
60376.00357649597 +1.84258169748813E-007
60376.00358806917 +1.84233755686313E-007
60376.0035996424 +1.84233755686313E-007
60376.00361121561 +1.84233755686313E-007
60376.00362278882 +1.84248404123813E-007
60376.003634362045 +1.84233755686313E-007
60376.003645935256 +1.84233755686313E-007
60376.003657508474 +1.84248404123813E-007
60376.00366908169 +1.84233755686313E-007
60376.0036806549 +1.84219107248813E-007
60376.003692228114 +1.84248404123813E-007
60376.003703801325 +1.84219107248813E-007
60376.00371537455 +1.84243521311313E-007
60376.00372694776 +1.84248404123813E-007
60376.00373852097 +1.84219107248813E-007
60376.00375009419 +1.84233755686313E-007
60376.00376166741 +1.84233755686313E-007
60376.00377324063 +1.84233755686313E-007
60376.00378481384 +1.84233755686313E-007
60376.003796387056 +1.84248404123813E-007
60376.003807960275 +1.84263052561313E-007
60376.00381953349 +1.84243521311313E-007
60376.00383110663 +1.84248404123813E-007
60376.00384267984 +1.84233755686313E-007
60376.00385425314 +1.84248404123813E-007
60376.003865826344 +1.84223990061313E-007
60376.00387739956 +1.84209341623813E-007
60376.00388897279 +1.84219107248813E-007
60376.003900546 +1.84233755686313E-007
60376.0039121192 +1.84248404123813E-007
60376.00392369242 +1.84248404123813E-007
60376.003935265646 +1.84233755686313E-007
60376.00394683886 +1.84248404123813E-007
60376.00395841208 +1.84248404123813E-007
60376.00396998529 +1.84233755686313E-007
60376.0039815585 +1.84233755686313E-007
60376.003993131715 +1.84263052561313E-007
60376.00400470494 +1.84258169748813E-007
60376.00401627815 +1.84233755686313E-007
60376.004027851355 +1.84209341623813E-007
60376.00403942457 +1.84223990061313E-007
60376.0040509978 +1.84233755686313E-007
60376.00406257255 +1.84248404123813E-007
60376.004074147306 +1.84233755686313E-007
60376.00408572051 +1.84248404123813E-007
60376.00409730886 +1.84248404123813E-007
60376.00410889722 +1.84223990061313E-007
60376.00412047043 +1.84219107248813E-007
60376.00413204364 +1.84233755686313E-007
60376.00414361687 +1.84233755686313E-007
60376.00415519008 +1.84233755686313E-007
60376.004166763305 +1.84248404123813E-007
60376.004178336516 +1.84233755686313E-007
60376.004189909516 +1.84233755686313E-007
60376.004201490505 +1.84233755686313E-007
60376.00421305747 +1.84233755686313E-007
60376.00422461894 +1.84233755686313E-007
60376.00423619463 +1.84248404123813E-007
60376.00424776785 +1.84233755686313E-007
60376.00425934106 +1.84233755686313E-007
60376.00427091427 +1.84219107248813E-007
60376.00428242817 +1.84233755686313E-007
60376.0042939461 +1.84233755686313E-007
60376.00430552334 +1.84248404123813E-007
60376.00431709657 +1.84248404123813E-007
60376.00432866979 +1.84248404123813E-007
60376.00434025355 +1.84233755686313E-007
60376.00435183719 +1.84233755686313E-007
60376.0043634104 +1.84233755686313E-007
60376.00437499194 +1.84248404123813E-007
60376.00438657337 +1.84248404123813E-007
60376.00439814658 +1.84248404123813E-007
60376.00440972336 +1.84248404123813E-007
60376.00442130025 +1.84263052561313E-007
60376.00443287354 +1.84248404123813E-007
60376.004444446975 +1.84233755686313E-007
60376.004456024806 +1.84248404123813E-007
60376.00446760241 +1.84233755686313E-007
60376.00447917562 +1.84243521311313E-007
60376.00449078361 +1.84233755686313E-007
60376.00450240572 +1.84233755686313E-007
60376.00451399327 +1.84243521311313E-007
60376.00452556679 +1.84233755686313E-007
60376.00453714007 +1.84223990061313E-007
60376.00454871329 +1.84219107248813E-007
60376.0045602063 +1.84248404123813E-007
60376.004571699305 +1.84248404123813E-007
60376.00458327253 +1.84248404123813E-007
60376.00459484574 +1.84233755686313E-007
60376.00460641897 +1.84223990061313E-007
60376.00461799218 +1.84233755686313E-007
60376.004629565396 +1.84263052561313E-007
60376.00464122872 +1.84233755686313E-007
60376.00465280193 +1.84233755686313E-007
60376.00466428503 +1.84233755686313E-007
60376.00467585825 +1.84248404123813E-007
60376.00468743147 +1.84248404123813E-007
60376.00469900468 +1.84248404123813E-007
60376.004710577894 +1.84248404123813E-007
60376.00472215111 +1.84233755686313E-007
60376.00473372433 +1.84248404123813E-007
60376.00474529754 +1.84248404123813E-007
60376.00475687077 +1.84233755686313E-007
60376.004768443985 +1.84248404123813E-007
60376.00478002321 +1.84263052561313E-007
60376.00479161015 +1.84219107248813E-007
60376.00480319107 +1.84263052561313E-007
60376.00481476634 +1.84248404123813E-007
60376.00482634161 +1.84248404123813E-007
60376.004838004934 +1.84248404123813E-007
60376.00484957815 +1.84243521311313E-007
60376.004861151574 +1.84248404123813E-007
60376.004872724785 +1.84248404123813E-007
60376.00488420768 +1.84248404123813E-007
60376.00489587113 +1.84248404123813E-007
60376.0049073541 +1.84248404123813E-007
60376.00491892732 +1.84248404123813E-007
60376.00493050055 +1.84248404123813E-007
60376.00494207516 +1.84233755686313E-007
60376.00495364977 +1.84233755686313E-007
60376.004965233005 +1.84248404123813E-007
60376.00497681624 +1.84233755686313E-007
60376.00498838947 +1.84233755686313E-007
60376.00499996252 +1.84233755686313E-007
60376.00501153574 +1.84248404123813E-007
60376.00502310912 +1.84233755686313E-007
60376.00503468234 +1.84233755686313E-007
60376.00504625554 +1.84233755686313E-007
60376.00505791888 +1.84219107248813E-007
60376.005069492094 +1.84248404123813E-007
60376.00508106548 +1.84233755686313E-007
60376.00509263869 +1.84219107248813E-007
60376.005104212 +1.84233755686313E-007
60376.00511578523 +1.84243521311313E-007
60376.00512735816 +1.84233755686313E-007
60376.00513893258 +1.84223990061313E-007
60376.00515050699 +1.84243521311313E-007
60376.00516208021 +1.84233755686313E-007
60376.0051735633 +1.84219107248813E-007
60376.00518513651 +1.84248404123813E-007
60376.005196709724 +1.84248404123813E-007
60376.00520829111 +1.84233755686313E-007
60376.00521987249 +1.84248404123813E-007
60376.0052314457 +1.84233755686313E-007
60376.00524301891 +1.84248404123813E-007
60376.00525459212 +1.84233755686313E-007
60376.005266165346 +1.84233755686313E-007
60376.00527773856 +1.84248404123813E-007
60376.00528931176 +1.84233755686313E-007
60376.00530088498 +1.84248404123813E-007
60376.005312458205 +1.84233755686313E-007
60376.00532403571 +1.84248404123813E-007
60376.0053356132 +1.84233755686313E-007
60376.00534718642 +1.84233755686313E-007
60376.005358759634 +1.84233755686313E-007
60376.00537033286 +1.84243521311313E-007
60376.00538190607 +1.84233755686313E-007
60376.00539347928 +1.84248404123813E-007
60376.00540505251 +1.84248404123813E-007
60376.00541662572 +1.84248404123813E-007
60376.005428200624 +1.84248404123813E-007
60376.00543977572 +1.84263052561313E-007
60376.00545143921 +1.84233755686313E-007
60376.00546292449 +1.84248404123813E-007
60376.0054744999 +1.84219107248813E-007
60376.00548607311 +1.84248404123813E-007
60376.00549764632 +1.84263052561313E-007
60376.00550921954 +1.84233755686313E-007
60376.00552079275 +1.84233755686313E-007
60376.005532365976 +1.84233755686313E-007
60376.00554393919 +1.84243521311313E-007
60376.00555551241 +1.84248404123813E-007
60376.005567085616 +1.84233755686313E-007
60376.00557865882 +1.84219107248813E-007
60376.00559023203 +1.84219107248813E-007
60376.005601805264 +1.84233755686313E-007
60376.00561337848 +1.84248404123813E-007
60376.00562495584 +1.84233755686313E-007
60376.005636533206 +1.84243521311313E-007
60376.005648106424 +1.84248404123813E-007
60376.00565967964 +1.84219107248813E-007
60376.00567125286 +1.84219107248813E-007
60376.00568282607 +1.84263052561313E-007
60376.00569439928 +1.84248404123813E-007
60376.00570597629 +1.84233755686313E-007
60376.00571755331 +1.84233755686313E-007
60376.005729126526 +1.84209341623813E-007
60376.00574069974 +1.84233755686313E-007
60376.005752272955 +1.84223990061313E-007
60376.005763846166 +1.84219107248813E-007
60376.005775419384 +1.84233755686313E-007
60376.005786992595 +1.84219107248813E-007
60376.00579856582 +1.84233755686313E-007
60376.00581013903 +1.84233755686313E-007
60376.00582171224 +1.84219107248813E-007
60376.00583328545 +1.84233755686313E-007
60376.00584485868 +1.84233755686313E-007
60376.00585643189 +1.84219107248813E-007
60376.00586800511 +1.84219107248813E-007
60376.005879578326 +1.84233755686313E-007
60376.005891151544 +1.84219107248813E-007
60376.00590272476 +1.84233755686313E-007
60376.005914302346 +1.84233755686313E-007
60376.00592588443 +1.84219107248813E-007
60376.00593746212 +1.84248404123813E-007
60376.00594903534 +1.84233755686313E-007
60376.005960608556 +1.84233755686313E-007
60376.00597218178 +1.84233755686313E-007
60376.00598375499 +1.84233755686313E-007
60376.005995328196 +1.84223990061313E-007
60376.006006901414 +1.84233755686313E-007
60376.00601847464 +1.84248404123813E-007
60376.00603004785 +1.84248404123813E-007
60376.0060417112 +1.84258169748813E-007
60376.00605328442 +1.84219107248813E-007
60376.0060647675 +1.84243521311313E-007
60376.00607634071 +1.84223990061313E-007
60376.00608791392 +1.84248404123813E-007
60376.006099487146 +1.84223990061313E-007
60376.00611106037 +1.84233755686313E-007
60376.00612263358 +1.84233755686313E-007
60376.0061342068 +1.84233755686313E-007
60376.006145784246 +1.84219107248813E-007
60376.006157361684 +1.84263052561313E-007
60376.006168934895 +1.84233755686313E-007
60376.006180508106 +1.84233755686313E-007
60376.00619208133 +1.84233755686313E-007
60376.00620365456 +1.84219107248813E-007
60376.00621522776 +1.84233755686313E-007
60376.00622680536 +1.84233755686313E-007
60376.006238382965 +1.84233755686313E-007
60376.00624995619 +1.84233755686313E-007
60376.00626161952 +1.84219107248813E-007
60376.00627319273 +1.84248404123813E-007
60376.00628467583 +1.84233755686313E-007
60376.00629624905 +1.84209341623813E-007
60376.00630782226 +1.84233755686313E-007
60376.00631939548 +1.84248404123813E-007
60376.00633096868 +1.84233755686313E-007
60376.00634254189 +1.84233755686313E-007
60376.00635411928 +1.84248404123813E-007
60376.00636569666 +1.84248404123813E-007
60376.00637726988 +1.84233755686313E-007
60376.00638884309 +1.84248404123813E-007
60376.00640041631 +1.84248404123813E-007
60376.006411989525 +1.84219107248813E-007
60376.006423562736 +1.84219107248813E-007
60376.00643513596 +1.84233755686313E-007
60376.006446713785 +1.84233755686313E-007
60376.006458291304 +1.84233755686313E-007
60376.006469864515 +1.84219107248813E-007
60376.006481438024 +1.84248404123813E-007
60376.00649301124 +1.84233755686313E-007
60376.00650458446 +1.84248404123813E-007
60376.00651615768 +1.84248404123813E-007
60376.00652773089 +1.84233755686313E-007
60376.0065393041 +1.84248404123813E-007
60376.00655087732 +1.84233755686313E-007
60376.00656245054 +1.84233755686313E-007
60376.00657402375 +1.84248404123813E-007
60376.00658559696 +1.84248404123813E-007
60376.006597170184 +1.84219107248813E-007
60376.0066087434 +1.84233755686313E-007
60376.00662031661 +1.84233755686313E-007
60376.006631894226 +1.84233755686313E-007
60376.00664347185 +1.84248404123813E-007
60376.006655045065 +1.84248404123813E-007
60376.00666662262 +1.84219107248813E-007
60376.00667820015 +1.84248404123813E-007
60376.00668977338 +1.84248404123813E-007
60376.0067013466 +1.84233755686313E-007
60376.00671292409 +1.84233755686313E-007
60376.00672450159 +1.84233755686313E-007
60376.0067360791 +1.84233755686313E-007
60376.006747656626 +1.84233755686313E-007
60376.00675922984 +1.84248404123813E-007
60376.006770803055 +1.84248404123813E-007
60376.00678237627 +1.84248404123813E-007
60376.006793949484 +1.84233755686313E-007
60376.0068055227 +1.84243521311313E-007
60376.00681718603 +1.84233755686313E-007
60376.00682875924 +1.84219107248813E-007
60376.006840332455 +1.84248404123813E-007
60376.00685190568 +1.84233755686313E-007
60376.006863478906 +1.84243521311313E-007
60376.00687505212 +1.84233755686313E-007
60376.00688653521 +1.84263052561313E-007
60376.00689810843 +1.84248404123813E-007
60376.006909681644 +1.84248404123813E-007
60376.006921254855 +1.84209341623813E-007
60376.006932828066 +1.84233755686313E-007
60376.00694440129 +1.84233755686313E-007
60376.0069559745 +1.84233755686313E-007
60376.00696754771 +1.84209341623813E-007
60376.00697912093 +1.84233755686313E-007
60376.00699069415 +1.84233755686313E-007
60376.00700226736 +1.84233755686313E-007
60376.00701384057 +1.84233755686313E-007
60376.0070254138 +1.84219107248813E-007
60376.00703698701 +1.84233755686313E-007
60376.00704856022 +1.84243521311313E-007
60376.00706013344 +1.84248404123813E-007
60376.00707170667 +1.84248404123813E-007
60376.00708327989 +1.84233755686313E-007
60376.00709485308 +1.84233755686313E-007
60376.00710643077 +1.84233755686313E-007
60376.00711800846 +1.84233755686313E-007
60376.007129581674 +1.84219107248813E-007
60376.00714115489 +1.84248404123813E-007
60376.00715281823 +1.84233755686313E-007
60376.00716439144 +1.84233755686313E-007
60376.00717596465 +1.84209341623813E-007
60376.00718753788 +1.84243521311313E-007
60376.00719911109 +1.84233755686313E-007
60376.0072106843 +1.84233755686313E-007
60376.007222167405 +1.84233755686313E-007
60376.007233745135 +1.84258169748813E-007
60376.00724532285 +1.84248404123813E-007
60376.00725689607 +1.84233755686313E-007
60376.0072684693 +1.84233755686313E-007
60376.00728013263 +1.84233755686313E-007
60376.00729170584 +1.84233755686313E-007
60376.00730318894 +1.84233755686313E-007
60376.00731476216 +1.84233755686313E-007
60376.00732633537 +1.84233755686313E-007
60376.007337908595 +1.84233755686313E-007
60376.00734948181 +1.84248404123813E-007
60376.00736105502 +1.84233755686313E-007
60376.00737263246 +1.84219107248813E-007
60376.007384209915 +1.84233755686313E-007
60376.00739578311 +1.84233755686313E-007
60376.00740735632 +1.84233755686313E-007
60376.007418929556 +1.84248404123813E-007
60376.00743050277 +1.84219107248813E-007
60376.00744207598 +1.84219107248813E-007
60376.0074536492 +1.84219107248813E-007
60376.007465222414 +1.84233755686313E-007
60376.007476795625 +1.84233755686313E-007
60376.00748836884 +1.84248404123813E-007
60376.00749994206 +1.84233755686313E-007
60376.007511515265 +1.84248404123813E-007
60376.007523088476 +1.84233755686313E-007
60376.00753466171 +1.84219107248813E-007
60376.00754623493 +1.84233755686313E-007
60376.007557808145 +1.84248404123813E-007
60376.007569381356 +1.84233755686313E-007
60376.00758095457 +1.84233755686313E-007
60376.007592527785 +1.84233755686313E-007
60376.007604101 +1.84248404123813E-007
60376.007615683564 +1.84233755686313E-007
60376.007627266124 +1.84233755686313E-007
60376.00763883935 +1.84233755686313E-007
60376.00765050268 +1.84233755686313E-007
60376.00766207589 +1.84233755686313E-007
60376.0076736491 +1.84223990061313E-007
60376.00768522233 +1.84219107248813E-007
60376.00769679554 +1.84233755686313E-007
60376.007708368765 +1.84223990061313E-007
60376.007719941976 +1.84233755686313E-007
60376.00773151519 +1.84233755686313E-007
60376.0077430884 +1.84223990061313E-007
60376.007754666796 +1.84233755686313E-007
60376.007766155075 +1.84219107248813E-007
60376.007777728286 +1.84233755686313E-007
60376.007789301504 +1.84223990061313E-007
60376.00780087472 +1.84233755686313E-007
60376.00781244793 +1.84248404123813E-007
60376.00782402115 +1.84233755686313E-007
60376.007835594355 +1.84248404123813E-007
60376.007847167566 +1.84233755686313E-007
60376.007858740806 +1.84233755686313E-007
60376.00787031402 +1.84219107248813E-007
60376.00788189152 +1.84233755686313E-007
60376.00789346902 +1.84233755686313E-007
60376.00790504222 +1.84248404123813E-007
60376.00791662621 +1.84248404123813E-007
60376.00792821019 +1.84248404123813E-007
60376.00793978342 +1.84223990061313E-007
60376.007951356645 +1.84233755686313E-007
60376.00796292984 +1.84248404123813E-007
