#Channel A = UTC_IT
#Channel B = 1PPS OUT HROG
#Channel measurement setting = B-A
#TIC reference frequency = 10 MHz UTC(IT)
#MJD 53230A_meas
60374.00336772938 +1.83828482248813E-007
60374.00337930675 +1.83833365061313E-007
60374.00339087997 +1.83804068186313E-007
60374.003402453185 +1.83818716623813E-007
60374.00341402639 +1.83828482248813E-007
60374.0034255996 +1.83818716623813E-007
60374.00343717283 +1.83828482248813E-007
60374.00344876011 +1.83818716623813E-007
60374.00346034771 +1.83828482248813E-007
60374.00347192125 +1.83818716623813E-007
60374.00348358457 +1.83843130686313E-007
60374.00349506767 +1.83804068186313E-007
60374.003506640656 +1.83818716623813E-007
60374.00351821377 +1.83843130686313E-007
60374.003529787224 +1.83857779123813E-007
60374.00354136055 +1.83818716623813E-007
60374.00355293376 +1.83843130686313E-007
60374.00356450696 +1.83828482248813E-007
60374.00357608018 +1.83828482248813E-007
60374.003587653395 +1.83828482248813E-007
60374.00359922661 +1.83843130686313E-007
60374.00361079983 +1.83818716623813E-007
60374.00362237304 +1.83818716623813E-007
60374.00363394627 +1.83828482248813E-007
60374.00364551948 +1.83828482248813E-007
60374.00365709269 +1.83833365061313E-007
60374.00366866591 +1.83818716623813E-007
60374.003680239126 +1.83828482248813E-007
60374.00369181234 +1.83818716623813E-007
60374.00370338556 +1.83828482248813E-007
60374.00371495867 +1.83828482248813E-007
60374.00372653188 +1.83828482248813E-007
60374.0037381052 +1.83833365061313E-007
60374.00374967842 +1.83828482248813E-007
60374.00376125164 +1.83833365061313E-007
60374.00377282486 +1.83848013498813E-007
60374.00378440019 +1.83828482248813E-007
60374.00379597555 +1.83833365061313E-007
60374.00380754877 +1.83818716623813E-007
60374.003819144986 +1.83828482248813E-007
60374.00383083151 +1.83833365061313E-007
60374.00384240474 +1.83828482248813E-007
60374.00385397783 +1.83818716623813E-007
60374.003865551036 +1.83818716623813E-007
60374.00387703406 +1.83818716623813E-007
60374.00388860729 +1.83818716623813E-007
60374.00390018443 +1.83843130686313E-007
60374.003911761574 +1.83808950998813E-007
60374.00392334341 +1.83808950998813E-007
60374.00393492523 +1.83818716623813E-007
60374.00394649843 +1.83828482248813E-007
60374.00395807164 +1.83828482248813E-007
60374.003969644866 +1.83818716623813E-007
60374.00398121809 +1.83818716623813E-007
60374.0039927913 +1.83808950998813E-007
60374.00400436451 +1.83818716623813E-007
60374.00401593774 +1.83843130686313E-007
60374.00402751095 +1.83828482248813E-007
60374.00403908417 +1.83818716623813E-007
60374.004050657386 +1.83828482248813E-007
60374.00406223058 +1.83833365061313E-007
60374.0040738038 +1.83828482248813E-007
60374.00408537703 +1.83843130686313E-007
60374.004096950244 +1.83833365061313E-007
60374.004108523455 +1.83818716623813E-007
60374.00412009667 +1.83843130686313E-007
60374.00413166989 +1.83828482248813E-007
60374.0041432431 +1.83818716623813E-007
60374.00415481632 +1.83828482248813E-007
60374.00416638954 +1.83828482248813E-007
60374.004177966824 +1.83843130686313E-007
60374.00418955024 +1.83843130686313E-007
60374.004201129545 +1.83828482248813E-007
60374.0042127028 +1.83828482248813E-007
60374.0042242764 +1.83857779123813E-007
60374.004235849905 +1.83843130686313E-007
60374.004247423116 +1.83843130686313E-007
60374.00425899633 +1.83818716623813E-007
60374.004270569545 +1.83828482248813E-007
60374.00428214863 +1.83818716623813E-007
60374.00429372772 +1.83818716623813E-007
60374.00430530092 +1.83843130686313E-007
60374.00431687414 +1.83843130686313E-007
60374.004328447365 +1.83818716623813E-007
60374.004340020576 +1.83818716623813E-007
60374.0043515938 +1.83808950998813E-007
60374.00436316739 +1.83843130686313E-007
60374.00437474098 +1.83828482248813E-007
60374.0043863142 +1.83843130686313E-007
60374.00439788742 +1.83828482248813E-007
60374.004409460635 +1.83828482248813E-007
60374.00442103569 +1.83843130686313E-007
60374.0044326159 +1.83818716623813E-007
60374.004444202896 +1.83828482248813E-007
60374.00445578473 +1.83828482248813E-007
60374.00446735795 +1.83828482248813E-007
60374.004478931165 +1.83818716623813E-007
60374.00449050439 +1.83828482248813E-007
60374.00450208224 +1.83828482248813E-007
60374.00451366009 +1.83843130686313E-007
60374.00452523331 +1.83828482248813E-007
60374.00453680652 +1.83833365061313E-007
60374.00454837973 +1.83818716623813E-007
60374.004559952955 +1.83828482248813E-007
60374.004571526166 +1.83857779123813E-007
60374.00458310373 +1.83818716623813E-007
60374.0045946813 +1.83808950998813E-007
60374.00460625451 +1.83818716623813E-007
60374.00461791785 +1.83828482248813E-007
60374.00462949107 +1.83828482248813E-007
60374.004640974155 +1.83828482248813E-007
60374.00465255176 +1.83818716623813E-007
60374.00466412936 +1.83828482248813E-007
60374.00467570674 +1.83828482248813E-007
60374.00468728412 +1.83828482248813E-007
60374.00469885733 +1.83818716623813E-007
60374.004710430556 +1.83804068186313E-007
60374.00472200376 +1.83828482248813E-007
60374.00473357696 +1.83828482248813E-007
60374.004745150196 +1.83833365061313E-007
60374.00475672341 +1.83818716623813E-007
60374.004768300976 +1.83843130686313E-007
60374.00477987855 +1.83828482248813E-007
60374.00479145178 +1.83828482248813E-007
60374.004803025004 +1.83818716623813E-007
60374.0048145982 +1.83843130686313E-007
60374.00482618317 +1.83818716623813E-007
60374.00483776816 +1.83828482248813E-007
60374.00484934136 +1.83843130686313E-007
60374.00486091459 +1.83843130686313E-007
60374.0048724878 +1.83818716623813E-007
60374.00488406102 +1.83843130686313E-007
60374.004895634236 +1.83843130686313E-007
60374.00490720745 +1.83818716623813E-007
60374.00491878066 +1.83833365061313E-007
60374.00493035387 +1.83818716623813E-007
60374.00494193448 +1.83828482248813E-007
60374.00495351518 +1.83804068186313E-007
60374.00496508851 +1.83818716623813E-007
60374.00497666172 +1.83833365061313E-007
60374.00498823492 +1.83818716623813E-007
60374.00499972202 +1.83833365061313E-007
60374.00501120904 +1.83828482248813E-007
60374.00502278235 +1.83828482248813E-007
60374.005034452304 +1.83818716623813E-007
60374.005046033635 +1.83843130686313E-007
60374.00505760842 +1.83833365061313E-007
60374.00506909141 +1.83818716623813E-007
60374.00508066464 +1.83833365061313E-007
60374.00509223785 +1.83843130686313E-007
60374.00510381107 +1.83818716623813E-007
60374.00511538427 +1.83843130686313E-007
60374.00512695749 +1.83833365061313E-007
60374.00513853071 +1.83843130686313E-007
60374.00515010391 +1.83828482248813E-007
60374.00516167713 +1.83843130686313E-007
60374.00517325035 +1.83843130686313E-007
60374.00518482359 +1.83828482248813E-007
60374.00519648701 +1.83843130686313E-007
60374.0052080602 +1.83828482248813E-007
60374.00521963343 +1.83843130686313E-007
60374.005231206655 +1.83818716623813E-007
60374.005242784166 +1.83843130686313E-007
60374.00525436165 +1.83833365061313E-007
60374.00526593484 +1.83828482248813E-007
60374.00527751667 +1.83828482248813E-007
60374.00528900829 +1.83818716623813E-007
60374.0053005815 +1.83833365061313E-007
60374.00531215472 +1.83843130686313E-007
60374.005323727935 +1.83843130686313E-007
60374.00533530114 +1.83833365061313E-007
60374.00534687436 +1.83843130686313E-007
60374.00535844758 +1.83818716623813E-007
60374.00537002079 +1.83843130686313E-007
60374.00538159402 +1.83843130686313E-007
60374.00539316723 +1.83828482248813E-007
60374.00540474044 +1.83843130686313E-007
60374.00541631366 +1.83828482248813E-007
60374.00542788688 +1.83843130686313E-007
60374.00543955026 +1.83828482248813E-007
60374.00545112346 +1.83828482248813E-007
60374.00546269675 +1.83843130686313E-007
60374.00547426997 +1.83828482248813E-007
60374.005485752954 +1.83828482248813E-007
60374.00549732619 +1.83828482248813E-007
60374.0055088994 +1.83818716623813E-007
60374.0055204723 +1.83828482248813E-007
60374.005532045514 +1.83828482248813E-007
60374.00554361902 +1.83808950998813E-007
60374.00555519224 +1.83843130686313E-007
60374.00556676547 +1.83828482248813E-007
60374.00557833868 +1.83843130686313E-007
60374.00558991167 +1.83828482248813E-007
60374.005601484874 +1.83843130686313E-007
60374.00561305831 +1.83828482248813E-007
60374.005624631536 +1.83843130686313E-007
60374.005636294925 +1.83828482248813E-007
60374.00564786815 +1.83833365061313E-007
60374.00565935118 +1.83852896311313E-007
60374.005670924395 +1.83843130686313E-007
60374.00568258773 +1.83828482248813E-007
60374.00569416095 +1.83828482248813E-007
60374.005705824326 +1.83843130686313E-007
60374.00571739771 +1.83843130686313E-007
60374.00572888233 +1.83818716623813E-007
60374.00574054704 +1.83857779123813E-007
60374.005752120494 +1.83843130686313E-007
60374.005763693895 +1.83843130686313E-007
60374.00577526723 +1.83843130686313E-007
60374.00578684056 +1.83818716623813E-007
60374.00579841372 +1.83828482248813E-007
60374.00580998693 +1.83833365061313E-007
60374.005821560146 +1.83818716623813E-007
60374.005833047326 +1.83828482248813E-007
60374.0058445345 +1.83828482248813E-007
60374.00585610772 +1.83828482248813E-007
60374.00586768093 +1.83843130686313E-007
60374.0058793443 +1.83828482248813E-007
60374.00589100775 +1.83843130686313E-007
60374.00590249489 +1.83828482248813E-007
60374.005913982095 +1.83843130686313E-007
60374.00592555531 +1.83818716623813E-007
60374.00593712853 +1.83843130686313E-007
60374.005948701764 +1.83828482248813E-007
60374.00596027497 +1.83828482248813E-007
60374.00597184818 +1.83818716623813E-007
60374.00598351161 +1.83818716623813E-007
60374.00599508482 +1.83843130686313E-007
60374.00600674823 +1.83833365061313E-007
60374.00601832139 +1.83818716623813E-007
60374.00602989469 +1.83828482248813E-007
60374.006041468114 +1.83818716623813E-007
60374.006053041434 +1.83843130686313E-007
60374.00606461473 +1.83843130686313E-007
60374.006076190984 +1.83843130686313E-007
60374.00608767711 +1.83818716623813E-007
60374.00609925033 +1.83818716623813E-007
60374.00611082783 +1.83828482248813E-007
60374.0061223152 +1.83843130686313E-007
60374.00613388841 +1.83833365061313E-007
60374.00614546162 +1.83818716623813E-007
60374.00615703484 +1.83818716623813E-007
60374.00616860805 +1.83818716623813E-007
60374.00618018127 +1.83828482248813E-007
60374.00619175448 +1.83828482248813E-007
60374.0062033277 +1.83818716623813E-007
60374.00621490496 +1.83843130686313E-007
60374.00622648223 +1.83843130686313E-007
60374.006238055445 +1.83828482248813E-007
60374.006249628655 +1.83843130686313E-007
60374.00626120189 +1.83828482248813E-007
60374.0062727751 +1.83843130686313E-007
60374.00628434831 +1.83833365061313E-007
60374.0062959246 +1.83828482248813E-007
60374.00630750088 +1.83828482248813E-007
60374.0063190741 +1.83818716623813E-007
60374.00633064732 +1.83828482248813E-007
60374.00634222053 +1.83818716623813E-007
60374.00635379356 +1.83843130686313E-007
60374.006365366775 +1.83843130686313E-007
60374.006376940175 +1.83828482248813E-007
60374.00638851756 +1.83828482248813E-007
60374.006400094935 +1.83828482248813E-007
60374.00641175844 +1.83828482248813E-007
60374.006423331666 +1.83828482248813E-007
60374.00643490488 +1.83843130686313E-007
60374.0064464781 +1.83843130686313E-007
60374.00645796103 +1.83818716623813E-007
60374.00646953424 +1.83843130686313E-007
60374.006481107266 +1.83818716623813E-007
60374.00649268048 +1.83828482248813E-007
60374.00650425388 +1.83828482248813E-007
60374.00651582709 +1.83828482248813E-007
60374.006527400314 +1.83857779123813E-007
60374.006538973525 +1.83843130686313E-007
60374.00655054674 +1.83828482248813E-007
60374.00656212242 +1.83818716623813E-007
60374.006573698105 +1.83828482248813E-007
60374.006585271316 +1.83828482248813E-007
60374.00659684454 +1.83828482248813E-007
60374.00660841775 +1.83828482248813E-007
60374.00661999097 +1.83818716623813E-007
60374.00663156419 +1.83818716623813E-007
60374.00664313743 +1.83843130686313E-007
60374.00665490105 +1.83818716623813E-007
60374.00666639417 +1.83833365061313E-007
60374.00667796727 +1.83843130686313E-007
60374.00668954049 +1.83833365061313E-007
60374.006701113656 +1.83833365061313E-007
60374.00671268686 +1.83833365061313E-007
60374.00672426011 +1.83843130686313E-007
60374.00673583333 +1.83833365061313E-007
60374.00674740653 +1.83828482248813E-007
60374.00675897974 +1.83828482248813E-007
60374.006770462816 +1.83828482248813E-007
60374.00678203604 +1.83828482248813E-007
60374.00679369937 +1.83833365061313E-007
60374.00680527259 +1.83818716623813E-007
60374.006816755704 +1.83843130686313E-007
60374.006828328915 +1.83843130686313E-007
60374.006839902126 +1.83818716623813E-007
60374.00685147534 +1.83828482248813E-007
60374.0068630531 +1.83828482248813E-007
60374.00687463088 +1.83857779123813E-007
60374.00688620409 +1.83828482248813E-007
60374.006897777304 +1.83828482248813E-007
60374.00690935052 +1.83828482248813E-007
60374.00692092374 +1.83828482248813E-007
60374.00693249696 +1.83843130686313E-007
60374.00694407018 +1.83818716623813E-007
60374.00695564339 +1.83828482248813E-007
60374.00696730672 +1.83818716623813E-007
60374.00697887993 +1.83828482248813E-007
60374.00699036302 +1.83828482248813E-007
60374.00700193625 +1.83818716623813E-007
60374.00701350947 +1.83843130686313E-007
60374.00702508268 +1.83818716623813E-007
60374.007036655894 +1.83818716623813E-007
60374.007048229105 +1.83828482248813E-007
60374.00705980232 +1.83833365061313E-007
60374.00707137554 +1.83828482248813E-007
60374.00708294877 +1.83818716623813E-007
60374.007094521876 +1.83828482248813E-007
60374.0071061853 +1.83828482248813E-007
60374.007117758505 +1.83833365061313E-007
60374.00712942191 +1.83828482248813E-007
60374.00714099518 +1.83828482248813E-007
60374.00715256834 +1.83833365061313E-007
60374.00716414179 +1.83828482248813E-007
60374.007175715305 +1.83843130686313E-007
60374.007187288524 +1.83843130686313E-007
60374.00719886174 +1.83848013498813E-007
60374.00721043497 +1.83818716623813E-007
60374.007221921056 +1.83818716623813E-007
60374.007233587516 +1.83828482248813E-007
60374.007245160785 +1.83828482248813E-007
60374.00725674269 +1.83843130686313E-007
60374.00726824868 +1.83828482248813E-007
60374.00727974609 +1.83843130686313E-007
60374.0072913193 +1.83833365061313E-007
60374.00730289252 +1.83843130686313E-007
60374.00731446573 +1.83843130686313E-007
60374.00732603895 +1.83833365061313E-007
60374.00733761216 +1.83857779123813E-007
60374.00734918537 +1.83843130686313E-007
60374.007360758595 +1.83843130686313E-007
60374.007372331806 +1.83843130686313E-007
60374.00738390502 +1.83843130686313E-007
60374.007395478235 +1.83843130686313E-007
60374.00740705145 +1.83828482248813E-007
60374.00741862467 +1.83843130686313E-007
60374.0074302883 +1.83828482248813E-007
60374.00744186152 +1.83833365061313E-007
60374.00745343446 +1.83828482248813E-007
60374.007465007686 +1.83857779123813E-007
60374.007476580984 +1.83843130686313E-007
60374.007488154195 +1.83828482248813E-007
60374.007499727595 +1.83833365061313E-007
60374.007511300806 +1.83843130686313E-007
60374.007522783606 +1.83843130686313E-007
60374.00753435683 +1.83828482248813E-007
60374.00754593004 +1.83828482248813E-007
60374.00755750325 +1.83828482248813E-007
60374.00756907648 +1.83828482248813E-007
60374.0075806497 +1.83843130686313E-007
60374.0075922229 +1.83843130686313E-007
60374.00760380141 +1.83818716623813E-007
60374.00761537992 +1.83818716623813E-007
60374.00762695313 +1.83818716623813E-007
60374.00763852635 +1.83843130686313E-007
60374.007650099564 +1.83828482248813E-007
60374.00766168065 +1.83843130686313E-007
60374.007673351836 +1.83818716623813E-007
60374.00768492864 +1.83818716623813E-007
60374.00769650546 +1.83833365061313E-007
60374.00770807869 +1.83818716623813E-007
60374.0077196519 +1.83818716623813E-007
60374.00773122511 +1.83828482248813E-007
60374.007742708214 +1.83828482248813E-007
60374.007754285834 +1.83828482248813E-007
60374.007765863425 +1.83828482248813E-007
60374.00777743664 +1.83818716623813E-007
60374.007789009855 +1.83828482248813E-007
60374.00780058306 +1.83828482248813E-007
60374.00781215627 +1.83828482248813E-007
60374.007823729495 +1.83833365061313E-007
60374.00783530272 +1.83828482248813E-007
60374.00784687593 +1.83843130686313E-007
60374.00785844916 +1.83843130686313E-007
60374.00787002237 +1.83828482248813E-007
60374.00788159558 +1.83828482248813E-007
60374.00789316879 +1.83828482248813E-007
60374.00790474201 +1.83828482248813E-007
60374.007916315226 +1.83828482248813E-007
60374.007927888444 +1.83833365061313E-007
60374.00793946166 +1.83818716623813E-007
60374.00795103487 +1.83818716623813E-007
